"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed May 21 04:24:45 GMT 2025","Wed May 21 04:24:46 GMT 2025","1651","","SeleniumActionTests","","SeleniumActionTests","basicTests","basicTests()",""
"broken","Wed May 21 04:24:42 GMT 2025","Wed May 21 04:24:43 GMT 2025","1049","","SeleniumDriverTests","","SeleniumDriverTests","testNewTab","testNewTab()",""
"passed","Wed May 21 04:24:42 GMT 2025","Wed May 21 04:24:42 GMT 2025","4","","SimpleJUnitTests","","SimpleJUnitTests","assertsAllTest","assertsAllTest()",""
"broken","Wed May 21 04:24:43 GMT 2025","Wed May 21 04:24:45 GMT 2025","1600","","SeleniumShadowDomTests","","SeleniumShadowDomTests","testShadowDom","testShadowDom()",""
"passed","Wed May 21 04:24:41 GMT 2025","Wed May 21 04:24:41 GMT 2025","502","","SimpleJUnitTests","","SimpleJUnitTests","first","first()",""
"passed","Wed May 21 04:24:44 GMT 2025","Wed May 21 04:24:44 GMT 2025","20","","SimpleJUnitTests","","SimpleJUnitTests","titleTest","Ikki raqamni qo'shish",""
"broken","Wed May 21 04:24:43 GMT 2025","Wed May 21 04:24:44 GMT 2025","1229","","SeleniumLocatorsTests","","SeleniumLocatorsTests","baseLocatorsTest","baseLocatorsTest()",""
"broken","Wed May 21 04:24:44 GMT 2025","Wed May 21 04:24:45 GMT 2025","1673","","SeleniumTests","","SeleniumTests","checkTextareaInput","checkTextareaInput()",""
"broken","Wed May 21 04:24:42 GMT 2025","Wed May 21 04:24:44 GMT 2025","1396","","SeleniumDriverTests","","SeleniumDriverTests","WindowTest","WindowTest()",""
"passed","Wed May 21 04:24:42 GMT 2025","Wed May 21 04:24:42 GMT 2025","4","","SimpleJUnitTests","","SimpleJUnitTests","repeatedTest","Ikki raqamni qo'shish Ikki raqamni qo'shish - takrorlash 1 из 3",""
"passed","Wed May 21 04:24:41 GMT 2025","Wed May 21 04:24:41 GMT 2025","11","","ExtensionJUnitTest","","ExtensionJUnitTest","JunitTestWithParameterExtend","JunitTestWithParameterExtend(User)",""
"broken","Wed May 21 04:24:42 GMT 2025","Wed May 21 04:24:59 GMT 2025","17720","","SeleniumDriverTests","","SeleniumDriverTests","chromeTest","chromeTest()",""
"failed","Wed May 21 04:24:42 GMT 2025","Wed May 21 04:24:42 GMT 2025","2","","SimpleJUnitTests","","SimpleJUnitTests","AssertAllSeparate","AssertAllSeparate()",""
"broken","Wed May 21 04:24:45 GMT 2025","Wed May 21 04:24:47 GMT 2025","1695","","SeleniumWaitTests","","SeleniumWaitTests","loadingImagesImplicitWaitTest","loadingImagesImplicitWaitTest()",""
"broken","Wed May 21 04:24:43 GMT 2025","Wed May 21 04:24:44 GMT 2025","1471","","SeleniumDriverTests","","SeleniumDriverTests","testNewWindow","testNewWindow()",""
"failed","Wed May 21 04:24:40 GMT 2025","Wed May 21 04:24:40 GMT 2025","42","","FractionTest","","FractionTest","zeroNumFraction","The sum of two fractions with the same denominator",""
"broken","Wed May 21 04:24:45 GMT 2025","Wed May 21 04:24:47 GMT 2025","1852","","SeleniumTests","","SeleniumTests","openForm2","openForm2()",""
"broken","Wed May 21 04:24:42 GMT 2025","Wed May 21 04:24:44 GMT 2025","2049","","SimpleJUnitTests","","SimpleJUnitTests","timeoutTest","timeoutTest()",""
"passed","Wed May 21 04:24:40 GMT 2025","Wed May 21 04:24:40 GMT 2025","37","","SimpleJUnitTests","","SimpleJUnitTests","exceptionTest","exceptionTest()",""
"passed","Wed May 21 04:24:41 GMT 2025","Wed May 21 04:24:41 GMT 2025","10","","LifeCycleJUnitTest","","LifeCycleJUnitTest","first","the first",""
"passed","Wed May 21 04:24:41 GMT 2025","Wed May 21 04:24:41 GMT 2025","1","","SimpleJUnitTests","","SimpleJUnitTests","simpleJUnitTest","simpleJUnitTest()",""
"broken","Wed May 21 04:24:47 GMT 2025","Wed May 21 04:24:48 GMT 2025","1316","","SeleniumTests","","SeleniumTests","checkCalcSum","checkCalcSum()",""
"broken","Wed May 21 04:24:44 GMT 2025","Wed May 21 04:24:45 GMT 2025","1129","","SeleniumWebStorageTests","","SeleniumWebStorageTests","testWebStorage","testWebStorage()",""
"passed","Wed May 21 04:24:41 GMT 2025","Wed May 21 04:24:41 GMT 2025","2","","SimpleJUnitTests","","SimpleJUnitTests","assertTrueFalseTest","assertTrueFalseTest()",""
"passed","Wed May 21 04:24:42 GMT 2025","Wed May 21 04:24:42 GMT 2025","4","","SimpleJUnitTests","","SimpleJUnitTests","repeatedTest","Ikki raqamni qo'shish Ikki raqamni qo'shish - takrorlash 3 из 3",""
"broken","Wed May 21 04:24:46 GMT 2025","Wed May 21 04:24:48 GMT 2025","1638","","SeleniumWaitTests","","SeleniumWaitTests","loadingImagesFluentWaitTest","loadingImagesFluentWaitTest()",""
"passed","Wed May 21 04:24:41 GMT 2025","Wed May 21 04:24:41 GMT 2025","1","","ParametrizedTests","","ParametrizedTests","csvTest","csvTest(String, String) [2] Alice, Smith",""
"passed","Wed May 21 04:24:41 GMT 2025","Wed May 21 04:24:41 GMT 2025","0","","FractionTest","","FractionTest","simpleFraction","The sum of two fractions",""
"broken","Wed May 21 04:24:47 GMT 2025","Wed May 21 04:24:48 GMT 2025","1131","","SeleniumWaitTests","","SeleniumWaitTests","checkSlowCalcSum","checkSlowCalcSum()",""
"passed","Wed May 21 04:24:40 GMT 2025","Wed May 21 04:24:40 GMT 2025","37","","ExtensionJUnitTest","","ExtensionJUnitTest","JunitTestWithLifecycleExtend","JunitTestWithLifecycleExtend()",""
"passed","Wed May 21 04:24:41 GMT 2025","Wed May 21 04:24:41 GMT 2025","1","","ParametrizedTests","","ParametrizedTests","customParametersTest","customParametersTest(String) [2] Two",""
"broken","Wed May 21 04:24:42 GMT 2025","Wed May 21 04:24:43 GMT 2025","790","","SeleniumJSExecuteTests","","SeleniumJSExecuteTests","ColorPickerTest","ColorPickerTest()",""
"broken","Wed May 21 04:24:44 GMT 2025","Wed May 21 04:24:46 GMT 2025","1744","","SeleniumActionTests","","SeleniumActionTests","getInfoTests","getInfoTests()",""
"broken","Wed May 21 04:24:41 GMT 2025","Wed May 21 04:24:43 GMT 2025","1840","","SeleniumBasicTests","","SeleniumBasicTests","openWebFormTest","openWebFormTest()",""
"passed","Wed May 21 04:24:42 GMT 2025","Wed May 21 04:24:42 GMT 2025","4","","SimpleJUnitTests","","SimpleJUnitTests","repeatedTest","Ikki raqamni qo'shish Ikki raqamni qo'shish - takrorlash 2 из 3",""
"broken","Wed May 21 04:24:43 GMT 2025","Wed May 21 04:24:45 GMT 2025","1592","","SeleniumTests","","SeleniumTests","openForm3","openForm3()",""
"passed","Wed May 21 04:24:41 GMT 2025","Wed May 21 04:24:41 GMT 2025","2","","ParametrizedTests","","ParametrizedTests","sourceTest","sourceTest(int) [2] 2",""
"broken","Wed May 21 04:24:46 GMT 2025","Wed May 21 04:24:47 GMT 2025","1704","","SeleniumActionTests","","SeleniumActionTests","fileUploadTest","fileUploadTest()",""
"broken","Wed May 21 04:24:43 GMT 2025","Wed May 21 04:24:44 GMT 2025","1405","","SeleniumDriverTests","","SeleniumDriverTests","dialogBoxesTest","dialogBoxesTest()",""
"broken","Wed May 21 04:24:46 GMT 2025","Wed May 21 04:24:48 GMT 2025","1826","","SeleniumActionTests","","SeleniumActionTests","actionAPIDragAndDropTests","actionAPIDragAndDropTests()",""
"broken","Wed May 21 04:24:46 GMT 2025","Wed May 21 04:24:48 GMT 2025","1777","","SeleniumActionTests","","SeleniumActionTests","actionAPIMouseClickTests","actionAPIMouseClickTests()",""
