"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed May 21 04:54:55 GMT 2025","Wed May 21 04:54:57 GMT 2025","2193","","SeleniumActionTests","","SeleniumActionTests","webFormOpenTest","webFormOpenTest()",""
"passed","Wed May 21 04:54:52 GMT 2025","Wed May 21 04:54:52 GMT 2025","1","","ParametrizedTests","","ParametrizedTests","sourceTest","sourceTest(int) [2] 2",""
"broken","Wed May 21 04:54:55 GMT 2025","Wed May 21 04:54:57 GMT 2025","1913","","SeleniumActionTests","","SeleniumActionTests","actionAPIKeyboardTests","actionAPIKeyboardTests()",""
"broken","Wed May 21 04:54:55 GMT 2025","Wed May 21 04:54:58 GMT 2025","2373","","SeleniumWaitTests","","SeleniumWaitTests","loadingImagesExplicitWaitTest","loadingImagesExplicitWaitTest()",""
"broken","Wed May 21 04:54:53 GMT 2025","Wed May 21 04:54:55 GMT 2025","1896","","SeleniumJSExecuteTests","","SeleniumJSExecuteTests","ColorPickerTest","ColorPickerTest()",""
"passed","Wed May 21 04:54:52 GMT 2025","Wed May 21 04:54:52 GMT 2025","2","","ParametrizedTests","","ParametrizedTests","sourceTest","sourceTest(int) [3] 3",""
"passed","Wed May 21 04:54:52 GMT 2025","Wed May 21 04:54:53 GMT 2025","502","","SimpleJUnitTests","","SimpleJUnitTests","second","second()",""
"broken","Wed May 21 04:54:54 GMT 2025","Wed May 21 04:54:56 GMT 2025","1946","","SeleniumLocatorsTests","","SeleniumLocatorsTests","baseLocatorsTest","baseLocatorsTest()",""
"broken","Wed May 21 04:54:58 GMT 2025","Wed May 21 04:55:00 GMT 2025","1773","","SeleniumTests","","SeleniumTests","checkCalcSum","checkCalcSum()",""
"failed","Wed May 21 04:54:53 GMT 2025","Wed May 21 04:54:53 GMT 2025","15","","SimpleJUnitTests","","SimpleJUnitTests","AssertAllSeparate","AssertAllSeparate()",""
"passed","Wed May 21 04:54:52 GMT 2025","Wed May 21 04:54:52 GMT 2025","1","","FractionTest","","FractionTest","simpleFraction","The sum of two fractions",""
"passed","Wed May 21 04:54:52 GMT 2025","Wed May 21 04:54:52 GMT 2025","32","","AdditionalTests","","AdditionalTests","test","test()",""
"broken","Wed May 21 04:54:55 GMT 2025","Wed May 21 04:54:58 GMT 2025","2309","","SeleniumActionTests","","SeleniumActionTests","actionAPIScrollTests","actionAPIScrollTests()",""
"broken","Wed May 21 04:54:53 GMT 2025","Wed May 21 04:54:55 GMT 2025","2036","","SimpleJUnitTests","","SimpleJUnitTests","timeoutTest","timeoutTest()",""
"broken","Wed May 21 04:54:52 GMT 2025","Wed May 21 04:54:55 GMT 2025","3020","","SeleniumBasicTests","","SeleniumBasicTests","openWebFormTest","openWebFormTest()",""
"broken","Wed May 21 04:54:55 GMT 2025","Wed May 21 04:54:57 GMT 2025","2184","","SeleniumActionTests","","SeleniumActionTests","selectFromListTests","selectFromListTests()",""
"passed","Wed May 21 04:54:52 GMT 2025","Wed May 21 04:54:52 GMT 2025","2","","LifeCycleJUnitTest","","LifeCycleJUnitTest","first","the first",""
"passed","Wed May 21 04:54:53 GMT 2025","Wed May 21 04:54:53 GMT 2025","1","","SimpleJUnitTests","","SimpleJUnitTests","repeatedTest","Ikki raqamni qo'shish Ikki raqamni qo'shish - takrorlash 2 из 3",""
"broken","Wed May 21 04:54:58 GMT 2025","Wed May 21 04:55:00 GMT 2025","1946","","SeleniumTests","","SeleniumTests","openSiteTest","openSiteTest()",""
"passed","Wed May 21 04:54:52 GMT 2025","Wed May 21 04:54:52 GMT 2025","502","","SimpleJUnitTests","","SimpleJUnitTests","first","first()",""
"broken","Wed May 21 04:54:53 GMT 2025","Wed May 21 04:54:55 GMT 2025","1907","","SeleniumActionTests","","SeleniumActionTests","actionAPIMouseOverTests","actionAPIMouseOverTests()",""
"passed","Wed May 21 04:54:52 GMT 2025","Wed May 21 04:54:52 GMT 2025","1","","FractionTest","","FractionTest","zeroDenFraction","The sum of two fractions with the same denominator",""
"broken","Wed May 21 04:54:54 GMT 2025","Wed May 21 04:54:56 GMT 2025","1974","","SeleniumDriverTests","","SeleniumDriverTests","iframeTest","iframeTest()",""
"broken","Wed May 21 04:54:55 GMT 2025","Wed May 21 04:54:56 GMT 2025","1454","","SeleniumShadowDomTests","","SeleniumShadowDomTests","testShadowDom","testShadowDom()",""
"broken","Wed May 21 04:54:54 GMT 2025","Wed May 21 04:54:55 GMT 2025","1465","","SeleniumDriverTests","","SeleniumDriverTests","testNewWindow","testNewWindow()",""
"broken","Wed May 21 04:54:55 GMT 2025","Wed May 21 04:54:58 GMT 2025","2532","","SeleniumActionTests","","SeleniumActionTests","textInputClearTest","textInputClearTest()",""
"passed","Wed May 21 04:54:52 GMT 2025","Wed May 21 04:54:52 GMT 2025","2","","SimpleJUnitTests","","SimpleJUnitTests","assertTrueFalseTest","assertTrueFalseTest()",""
"broken","Wed May 21 04:54:55 GMT 2025","Wed May 21 04:54:57 GMT 2025","1852","","SeleniumWebStorageTests","","SeleniumWebStorageTests","testWebStorage","testWebStorage()",""
"broken","Wed May 21 04:54:56 GMT 2025","Wed May 21 04:54:58 GMT 2025","2252","","SeleniumLocatorsTests","","SeleniumLocatorsTests","openUrlTest","openUrlTest()",""
"broken","Wed May 21 04:54:56 GMT 2025","Wed May 21 04:54:59 GMT 2025","2531","","SeleniumActionTests","","SeleniumActionTests","getInfoTests","getInfoTests()",""
"passed","Wed May 21 04:54:52 GMT 2025","Wed May 21 04:54:52 GMT 2025","2","","ParametrizedTests","","ParametrizedTests","csvTest","csvTest(String, String) [2] Alice, Smith",""
"skipped","Wed May 21 04:54:53 GMT 2025","Wed May 21 04:54:53 GMT 2025","0","","SimpleJUnitTests","","SimpleJUnitTests","disabledTest","disabledTest()",""
"broken","Wed May 21 04:54:56 GMT 2025","Wed May 21 04:54:59 GMT 2025","2521","","SeleniumLocatorsTests","","SeleniumLocatorsTests","cssSelectorsTest2","cssSelectorsTest2()",""
"broken","Wed May 21 04:54:55 GMT 2025","Wed May 21 04:54:58 GMT 2025","2292","","SeleniumTests","","SeleniumTests","openForm3","openForm3()",""
"passed","Wed May 21 04:54:52 GMT 2025","Wed May 21 04:54:52 GMT 2025","8","","FractionTest","","FractionTest","negativeFraction","The sum of two fractions with the same denominator",""
"passed","Wed May 21 04:54:52 GMT 2025","Wed May 21 04:54:52 GMT 2025","9","","ExtensionJUnitTest","","ExtensionJUnitTest","JunitTestWithParameterExtend","JunitTestWithParameterExtend(User)",""
"failed","Wed May 21 04:54:52 GMT 2025","Wed May 21 04:54:52 GMT 2025","38","","FractionTest","","FractionTest","zeroNumFraction","The sum of two fractions with the same denominator",""
"passed","Wed May 21 04:54:52 GMT 2025","Wed May 21 04:54:52 GMT 2025","2","","ParametrizedTests","","ParametrizedTests","customParametersTest","customParametersTest(String) [3] Three",""
"passed","Wed May 21 04:54:53 GMT 2025","Wed May 21 04:54:53 GMT 2025","1","","SimpleJUnitTests","","SimpleJUnitTests","repeatedTest","Ikki raqamni qo'shish Ikki raqamni qo'shish - takrorlash 3 из 3",""
"passed","Wed May 21 04:54:52 GMT 2025","Wed May 21 04:54:52 GMT 2025","3","","ParametrizedTests","","ParametrizedTests","customParametersTest","customParametersTest(String) [1] One",""
"broken","Wed May 21 04:54:55 GMT 2025","Wed May 21 04:54:57 GMT 2025","1973","","SeleniumLocatorsTests","","SeleniumLocatorsTests","cssSelectorsChildTest","cssSelectorsChildTest()",""
"broken","Wed May 21 04:54:53 GMT 2025","Wed May 21 04:54:55 GMT 2025","1933","","SeleniumDriverTests","","SeleniumDriverTests","testNewTab","testNewTab()",""
"passed","Wed May 21 04:54:52 GMT 2025","Wed May 21 04:54:52 GMT 2025","32","","ExtensionJUnitTest","","ExtensionJUnitTest","JunitTestWithLifecycleExtend","JunitTestWithLifecycleExtend()",""
"broken","Wed May 21 04:54:58 GMT 2025","Wed May 21 04:55:00 GMT 2025","1999","","SeleniumTests","","SeleniumTests","openForm2","openForm2()",""
"failed","Wed May 21 04:54:52 GMT 2025","Wed May 21 04:54:52 GMT 2025","8","","FractionTest","","FractionTest","longFraction","Overflow of the sum of two fractions",""
"passed","Wed May 21 04:54:52 GMT 2025","Wed May 21 04:54:52 GMT 2025","1","","ParametrizedTests","","ParametrizedTests","sourceTest","sourceTest(int) [1] 1",""
"passed","Wed May 21 04:54:53 GMT 2025","Wed May 21 04:54:53 GMT 2025","1","","SimpleJUnitTests","","SimpleJUnitTests","assertsAllTest","assertsAllTest()",""
"broken","Wed May 21 04:54:56 GMT 2025","Wed May 21 04:54:59 GMT 2025","2327","","SeleniumWaitTests","","SeleniumWaitTests","loadingImagesFluentWaitTest","loadingImagesFluentWaitTest()",""
"broken","Wed May 21 04:54:53 GMT 2025","Wed May 21 04:54:55 GMT 2025","1738","","SeleniumJSExecuteTests","","SeleniumJSExecuteTests","infiniteScrollTest","infiniteScrollTest()",""
"broken","Wed May 21 04:54:57 GMT 2025","Wed May 21 04:54:59 GMT 2025","2192","","SeleniumWaitTests","","SeleniumWaitTests","loadingImagesImplicitWaitTest","loadingImagesImplicitWaitTest()",""
"broken","Wed May 21 04:54:53 GMT 2025","Wed May 21 04:54:55 GMT 2025","2312","","SeleniumCookiesTests","","SeleniumCookiesTests","cookieTest","cookieTest()",""
"broken","Wed May 21 04:54:55 GMT 2025","Wed May 21 04:54:58 GMT 2025","2634","","SeleniumActionTests","","SeleniumActionTests","actionAPIDragAndDropTests","actionAPIDragAndDropTests()",""
"broken","Wed May 21 04:54:54 GMT 2025","Wed May 21 04:54:55 GMT 2025","1369","","SeleniumDriverTests","","SeleniumDriverTests","dialogBoxesTest","dialogBoxesTest()",""
"failed","Wed May 21 04:54:52 GMT 2025","Wed May 21 04:54:52 GMT 2025","40","","ParametrizedTests","","ParametrizedTests","csvTest","csvTest(String, String) [1] John, Doe",""
"broken","Wed May 21 04:54:55 GMT 2025","Wed May 21 04:54:58 GMT 2025","2645","","SeleniumActionTests","","SeleniumActionTests","basicTests","basicTests()",""
"broken","Wed May 21 04:54:53 GMT 2025","Wed May 21 04:54:55 GMT 2025","1764","","SeleniumBasicTests","","SeleniumBasicTests","openUrlTest","openUrlTest()",""
"broken","Wed May 21 04:54:56 GMT 2025","Wed May 21 04:54:58 GMT 2025","2151","","SeleniumActionTests","","SeleniumActionTests","fileUploadTest","fileUploadTest()",""
"broken","Wed May 21 04:54:57 GMT 2025","Wed May 21 04:54:59 GMT 2025","2275","","SeleniumWaitTests","","SeleniumWaitTests","checkSlowCalcSum","checkSlowCalcSum()",""
"passed","Wed May 21 04:54:52 GMT 2025","Wed May 21 04:54:52 GMT 2025","0","","SimpleJUnitTests","","SimpleJUnitTests","simpleJUnitTest","simpleJUnitTest()",""
"broken","Wed May 21 04:54:55 GMT 2025","Wed May 21 04:54:58 GMT 2025","2434","","SeleniumLocatorsTests","","SeleniumLocatorsTests","cssSelectorsTest","cssSelectorsTest()",""
"passed","Wed May 21 04:54:52 GMT 2025","Wed May 21 04:54:52 GMT 2025","505","","ParallelJUnitTest","","ParallelJUnitTest","secondTest","secondTest()",""
"passed","Wed May 21 04:54:52 GMT 2025","Wed May 21 04:54:53 GMT 2025","503","","ParallelJUnitTest","","ParallelJUnitTest","firstTest","firstTest()",""
"broken","Wed May 21 04:54:54 GMT 2025","Wed May 21 04:54:55 GMT 2025","1591","","SeleniumDriverTests","","SeleniumDriverTests","WindowTest","WindowTest()",""
"broken","Wed May 21 04:54:58 GMT 2025","Wed May 21 04:55:00 GMT 2025","1839","","SeleniumTests","","SeleniumTests","openCalc","openCalc()",""
