"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon May 12 16:09:39 GMT 2025","Mon May 12 16:09:41 GMT 2025","2060","","SeleniumWaitTests","","SeleniumWaitTests","loadingImagesExplicitWaitTest","loadingImagesExplicitWaitTest()",""
"broken","Mon May 12 16:09:42 GMT 2025","Mon May 12 16:09:43 GMT 2025","1526","","SeleniumTests","","SeleniumTests","disabledInput","disabledInput()",""
"passed","Mon May 12 16:09:37 GMT 2025","Mon May 12 16:09:37 GMT 2025","1","","SimpleJUnitTests","","SimpleJUnitTests","tagTest","tagTest()",""
"broken","Mon May 12 16:09:42 GMT 2025","Mon May 12 16:09:43 GMT 2025","1577","","SeleniumDriverTests","","SeleniumDriverTests","navigateTest","navigateTest()",""
"broken","Mon May 12 16:09:38 GMT 2025","Mon May 12 16:09:39 GMT 2025","1314","","SeleniumBasicTests","","SeleniumBasicTests","openUrlTest","openUrlTest()",""
"broken","Mon May 12 16:09:37 GMT 2025","Mon May 12 16:09:39 GMT 2025","1099","","SeleniumJSExecuteTests","","SeleniumJSExecuteTests","infiniteScrollTest","infiniteScrollTest()",""
"failed","Mon May 12 16:09:36 GMT 2025","Mon May 12 16:09:36 GMT 2025","57","","FractionTest","","FractionTest","zeroNumFraction","The sum of two fractions with the same denominator",""
"broken","Mon May 12 16:09:42 GMT 2025","Mon May 12 16:09:43 GMT 2025","1334","","SeleniumTests","","SeleniumTests","checkCalcSum","checkCalcSum()",""
"passed","Mon May 12 16:09:37 GMT 2025","Mon May 12 16:09:37 GMT 2025","2","","ParametrizedTests","","ParametrizedTests","customParametersTest","customParametersTest(String) [2] Two",""
"passed","Mon May 12 16:09:36 GMT 2025","Mon May 12 16:09:36 GMT 2025","4","","ParametrizedTests","","ParametrizedTests","sourceTest","sourceTest(int) [1] 1",""
"passed","Mon May 12 16:09:37 GMT 2025","Mon May 12 16:09:37 GMT 2025","502","","ParallelJUnitTest","","ParallelJUnitTest","firstTest","firstTest()",""
"broken","Mon May 12 16:09:42 GMT 2025","Mon May 12 16:09:43 GMT 2025","1336","","SeleniumDriverTests","","SeleniumDriverTests","WindowTest","WindowTest()",""
"passed","Mon May 12 16:09:36 GMT 2025","Mon May 12 16:09:36 GMT 2025","46","","SimpleJUnitTests","","SimpleJUnitTests","exceptionTest","exceptionTest()",""
"broken","Mon May 12 16:09:37 GMT 2025","Mon May 12 16:09:39 GMT 2025","1328","","SeleniumActionTests","","SeleniumActionTests","actionAPIMouseOverTests","actionAPIMouseOverTests()",""
"passed","Mon May 12 16:09:36 GMT 2025","Mon May 12 16:09:36 GMT 2025","13","","ExtensionJUnitTest","","ExtensionJUnitTest","JunitTestWithParameterExtend","JunitTestWithParameterExtend(User)",""
"passed","Mon May 12 16:09:36 GMT 2025","Mon May 12 16:09:36 GMT 2025","1","","ParametrizedTests","","ParametrizedTests","sourceTest","sourceTest(int) [2] 2",""
"passed","Mon May 12 16:09:36 GMT 2025","Mon May 12 16:09:36 GMT 2025","2","","FractionTest","","FractionTest","simpleFraction","The sum of two fractions",""
"broken","Mon May 12 16:09:38 GMT 2025","Mon May 12 16:09:40 GMT 2025","1856","","SeleniumLocatorsTests","","SeleniumLocatorsTests","cssSelectorsChildTest","cssSelectorsChildTest()",""
"broken","Mon May 12 16:09:37 GMT 2025","Mon May 12 16:09:39 GMT 2025","1270","","SeleniumDriverTests","","SeleniumDriverTests","testNewTab","testNewTab()",""
"passed","Mon May 12 16:09:37 GMT 2025","Mon May 12 16:09:37 GMT 2025","7","","SimpleJUnitTests","","SimpleJUnitTests","repeatedTest","Ikki raqamni qo'shish Ikki raqamni qo'shish - takrorlash 2 из 3",""
"failed","Mon May 12 16:09:36 GMT 2025","Mon May 12 16:09:36 GMT 2025","3","","FractionTest","","FractionTest","longFraction","Overflow of the sum of two fractions",""
"skipped","Mon May 12 16:09:37 GMT 2025","Mon May 12 16:09:37 GMT 2025","1","","SimpleJUnitTests","","SimpleJUnitTests","disabledTest","disabledTest()",""
"broken","Mon May 12 16:09:41 GMT 2025","Mon May 12 16:09:43 GMT 2025","1877","","SeleniumLocatorsTests","","SeleniumLocatorsTests","openWebFormTest","openWebFormTest()",""
"broken","Mon May 12 16:09:39 GMT 2025","Mon May 12 16:09:40 GMT 2025","1753","","SeleniumActionTests","","SeleniumActionTests","selectFromListTests","selectFromListTests()",""
"broken","Mon May 12 16:09:39 GMT 2025","Mon May 12 16:09:40 GMT 2025","1579","","SeleniumShadowDomTests","","SeleniumShadowDomTests","testShadowDom","testShadowDom()",""
"broken","Mon May 12 16:09:38 GMT 2025","Mon May 12 16:09:39 GMT 2025","1412","","SeleniumActionTests","","SeleniumActionTests","textInputClearTest","textInputClearTest()",""
"passed","Mon May 12 16:09:36 GMT 2025","Mon May 12 16:09:36 GMT 2025","2","","LifeCycleJUnitTest","","LifeCycleJUnitTest","second","The second",""
"broken","Mon May 12 16:09:37 GMT 2025","Mon May 12 16:09:39 GMT 2025","2038","","SimpleJUnitTests","","SimpleJUnitTests","timeoutTest","timeoutTest()",""
