"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 11 06:28:34 GMT 2025","Sun May 11 06:28:34 GMT 2025","11","","ExtensionJUnitTest","","ExtensionJUnitTest","JunitTestWithParameterExtend","JunitTestWithParameterExtend(User)",""
"broken","Sun May 11 06:28:41 GMT 2025","Sun May 11 06:28:44 GMT 2025","2778","","SeleniumActionTests","","SeleniumActionTests","actionAPIDragAndDropTests","actionAPIDragAndDropTests()",""
"passed","Sun May 11 06:28:34 GMT 2025","Sun May 11 06:28:34 GMT 2025","2","","LifeCycleJUnitTest","","LifeCycleJUnitTest","second","The second",""
"broken","Sun May 11 06:28:41 GMT 2025","Sun May 11 06:28:44 GMT 2025","2748","","SeleniumActionTests","","SeleniumActionTests","actionAPIMouseClickTests","actionAPIMouseClickTests()",""
"broken","Sun May 11 06:28:41 GMT 2025","Sun May 11 06:28:44 GMT 2025","2543","","SeleniumActionTests","","SeleniumActionTests","fileUploadTest","fileUploadTest()",""
"broken","Sun May 11 06:28:38 GMT 2025","Sun May 11 06:28:41 GMT 2025","2990","","SeleniumDriverTests","","SeleniumDriverTests","WindowTest","WindowTest()",""
"broken","Sun May 11 06:28:41 GMT 2025","Sun May 11 06:28:43 GMT 2025","1887","","SeleniumTests","","SeleniumTests","openCalc","openCalc()",""
"broken","Sun May 11 06:28:41 GMT 2025","Sun May 11 06:28:44 GMT 2025","2703","","SeleniumWaitTests","","SeleniumWaitTests","loadingImagesFluentWaitTest","loadingImagesFluentWaitTest()",""
"broken","Sun May 11 06:28:40 GMT 2025","Sun May 11 06:28:41 GMT 2025","1644","","SeleniumTests","","SeleniumTests","checkTextareaInput","checkTextareaInput()",""
"passed","Sun May 11 06:28:34 GMT 2025","Sun May 11 06:28:34 GMT 2025","1","","ParametrizedTests","","ParametrizedTests","sourceTest","sourceTest(int) [2] 2",""
"broken","Sun May 11 06:28:41 GMT 2025","Sun May 11 06:28:44 GMT 2025","2907","","SeleniumActionTests","","SeleniumActionTests","basicTests","basicTests()",""
"passed","Sun May 11 06:28:37 GMT 2025","Sun May 11 06:28:37 GMT 2025","1","","SimpleJUnitTests","","SimpleJUnitTests","titleTest","Ikki raqamni qo'shish",""
"broken","Sun May 11 06:28:38 GMT 2025","Sun May 11 06:28:41 GMT 2025","3238","","SeleniumDriverTests","","SeleniumDriverTests","navigateTest","navigateTest()",""
"broken","Sun May 11 06:28:41 GMT 2025","Sun May 11 06:28:44 GMT 2025","2814","","SeleniumTests","","SeleniumTests","checkCalcSum","checkCalcSum()",""
"broken","Sun May 11 06:28:38 GMT 2025","Sun May 11 06:28:41 GMT 2025","2677","","SeleniumDriverTests","","SeleniumDriverTests","iframeTest","iframeTest()",""
"broken","Sun May 11 06:28:38 GMT 2025","Sun May 11 06:28:41 GMT 2025","3005","","SeleniumDriverTests","","SeleniumDriverTests","dialogBoxesTest","dialogBoxesTest()",""
"broken","Sun May 11 06:28:39 GMT 2025","Sun May 11 06:28:41 GMT 2025","1989","","SeleniumTests","","SeleniumTests","openForm3","openForm3()",""
"broken","Sun May 11 06:28:38 GMT 2025","Sun May 11 06:28:41 GMT 2025","2692","","SeleniumLocatorsTests","","SeleniumLocatorsTests","baseLocatorsTest","baseLocatorsTest()",""
"broken","Sun May 11 06:28:41 GMT 2025","Sun May 11 06:28:44 GMT 2025","2678","","SeleniumActionTests","","SeleniumActionTests","selectFromListTests","selectFromListTests()",""
"broken","Sun May 11 06:28:38 GMT 2025","Sun May 11 06:28:41 GMT 2025","3428","","SeleniumBasicTests","","SeleniumBasicTests","openUrlTest","openUrlTest()",""
"passed","Sun May 11 06:28:34 GMT 2025","Sun May 11 06:28:34 GMT 2025","1","","FractionTest","","FractionTest","simpleFraction","The sum of two fractions",""
"broken","Sun May 11 06:28:40 GMT 2025","Sun May 11 06:28:42 GMT 2025","2060","","SeleniumActionTests","","SeleniumActionTests","textInputClearTest","textInputClearTest()",""
"broken","Sun May 11 06:28:35 GMT 2025","Sun May 11 06:28:41 GMT 2025","6129","","SeleniumCookiesTests","","SeleniumCookiesTests","cookieTest","cookieTest()",""
"broken","Sun May 11 06:28:41 GMT 2025","Sun May 11 06:28:44 GMT 2025","2541","","SeleniumActionTests","","SeleniumActionTests","getInfoTests","getInfoTests()",""
"broken","Sun May 11 06:28:41 GMT 2025","Sun May 11 06:28:44 GMT 2025","2612","","SeleniumActionTests","","SeleniumActionTests","webFormOpenTest","webFormOpenTest()",""
"broken","Sun May 11 06:28:41 GMT 2025","Sun May 11 06:28:44 GMT 2025","2825","","SeleniumWaitTests","","SeleniumWaitTests","checkSlowCalcSum","checkSlowCalcSum()",""
"passed","Sun May 11 06:28:35 GMT 2025","Sun May 11 06:28:35 GMT 2025","1","","SimpleJUnitTests","","SimpleJUnitTests","repeatedTest","Ikki raqamni qo'shish Ikki raqamni qo'shish - takrorlash 3 из 3",""
"failed","Sun May 11 06:28:34 GMT 2025","Sun May 11 06:28:34 GMT 2025","45","","ParametrizedTests","","ParametrizedTests","csvTest","csvTest(String, String) [1] John, Doe",""
"broken","Sun May 11 06:28:41 GMT 2025","Sun May 11 06:28:43 GMT 2025","2044","","SeleniumLocatorsTests","","SeleniumLocatorsTests","xpathSelectorsTest","xpathSelectorsTest()",""
"broken","Sun May 11 06:28:38 GMT 2025","Sun May 11 06:28:41 GMT 2025","3342","","SeleniumJSExecuteTests","","SeleniumJSExecuteTests","infiniteScrollTest","infiniteScrollTest()",""
"passed","Sun May 11 06:28:34 GMT 2025","Sun May 11 06:28:34 GMT 2025","36","","AdditionalTests","","AdditionalTests","test","test()",""
"broken","Sun May 11 06:28:38 GMT 2025","Sun May 11 06:28:41 GMT 2025","3432","","SeleniumDriverTests","","SeleniumDriverTests","testNewTab","testNewTab()",""
"passed","Sun May 11 06:28:34 GMT 2025","Sun May 11 06:28:34 GMT 2025","36","","ExtensionJUnitTest","","ExtensionJUnitTest","JunitTestWithLifecycleExtend","JunitTestWithLifecycleExtend()",""
"broken","Sun May 11 06:28:38 GMT 2025","Sun May 11 06:28:54 GMT 2025","16890","","SeleniumDriverTests","","SeleniumDriverTests","chromeTest","chromeTest()",""
"passed","Sun May 11 06:28:34 GMT 2025","Sun May 11 06:28:35 GMT 2025","501","","ParallelJUnitTest","","ParallelJUnitTest","firstTest","firstTest()",""
"broken","Sun May 11 06:28:39 GMT 2025","Sun May 11 06:28:41 GMT 2025","2179","","SeleniumLocatorsTests","","SeleniumLocatorsTests","cssSelectorsChildTest","cssSelectorsChildTest()",""
"passed","Sun May 11 06:28:34 GMT 2025","Sun May 11 06:28:34 GMT 2025","2","","ParametrizedTests","","ParametrizedTests","customParametersTest","customParametersTest(String) [3] Three",""
"broken","Sun May 11 06:28:38 GMT 2025","Sun May 11 06:28:41 GMT 2025","3574","","SeleniumActionTests","","SeleniumActionTests","actionAPIMouseOverTests","actionAPIMouseOverTests()",""
"broken","Sun May 11 06:28:41 GMT 2025","Sun May 11 06:28:44 GMT 2025","2501","","SeleniumTests","","SeleniumTests","openForm","openForm()",""
"passed","Sun May 11 06:28:35 GMT 2025","Sun May 11 06:28:35 GMT 2025","1","","SimpleJUnitTests","","SimpleJUnitTests","tagTest","tagTest()",""
"passed","Sun May 11 06:28:34 GMT 2025","Sun May 11 06:28:34 GMT 2025","1","","FractionTest","","FractionTest","zeroDenFraction","The sum of two fractions with the same denominator",""
"passed","Sun May 11 06:28:34 GMT 2025","Sun May 11 06:28:34 GMT 2025","2","","ParametrizedTests","","ParametrizedTests","sourceTest","sourceTest(int) [1] 1",""
"broken","Sun May 11 06:28:39 GMT 2025","Sun May 11 06:28:41 GMT 2025","2326","","SeleniumShadowDomTests","","SeleniumShadowDomTests","testShadowDom","testShadowDom()",""
"passed","Sun May 11 06:28:34 GMT 2025","Sun May 11 06:28:34 GMT 2025","2","","LifeCycleJUnitTest","","LifeCycleJUnitTest","first","the first",""
"broken","Sun May 11 06:28:40 GMT 2025","Sun May 11 06:28:41 GMT 2025","1619","","SeleniumTests","","SeleniumTests","openSiteTest","openSiteTest()",""
"passed","Sun May 11 06:28:34 GMT 2025","Sun May 11 06:28:34 GMT 2025","2","","ParametrizedTests","","ParametrizedTests","customParametersTest","customParametersTest(String) [2] Two",""
"failed","Sun May 11 06:28:34 GMT 2025","Sun May 11 06:28:34 GMT 2025","18","","FractionTest","","FractionTest","longFraction","Overflow of the sum of two fractions",""
"failed","Sun May 11 06:28:35 GMT 2025","Sun May 11 06:28:35 GMT 2025","3","","SimpleJUnitTests","","SimpleJUnitTests","AssertAllSeparate","AssertAllSeparate()",""
"passed","Sun May 11 06:28:34 GMT 2025","Sun May 11 06:28:34 GMT 2025","504","","ParallelJUnitTest","","ParallelJUnitTest","secondTest","secondTest()",""
"passed","Sun May 11 06:28:34 GMT 2025","Sun May 11 06:28:34 GMT 2025","1","","ParametrizedTests","","ParametrizedTests","csvTest","csvTest(String, String) [2] Alice, Smith",""
"passed","Sun May 11 06:28:35 GMT 2025","Sun May 11 06:28:35 GMT 2025","1","","SimpleJUnitTests","","SimpleJUnitTests","repeatedTest","Ikki raqamni qo'shish Ikki raqamni qo'shish - takrorlash 2 из 3",""
"broken","Sun May 11 06:28:40 GMT 2025","Sun May 11 06:28:42 GMT 2025","1970","","SeleniumLocatorsTests","","SeleniumLocatorsTests","openWebFormTest","openWebFormTest()",""
"broken","Sun May 11 06:28:41 GMT 2025","Sun May 11 06:28:44 GMT 2025","2605","","SeleniumActionTests","","SeleniumActionTests","actionAPIScrollTests","actionAPIScrollTests()",""
"broken","Sun May 11 06:28:40 GMT 2025","Sun May 11 06:28:43 GMT 2025","2399","","SeleniumWaitTests","","SeleniumWaitTests","loadingImagesExplicitWaitTest","loadingImagesExplicitWaitTest()",""
"broken","Sun May 11 06:28:41 GMT 2025","Sun May 11 06:28:44 GMT 2025","2635","","SeleniumWaitTests","","SeleniumWaitTests","loadingImagesImplicitWaitTest","loadingImagesImplicitWaitTest()",""
"passed","Sun May 11 06:28:34 GMT 2025","Sun May 11 06:28:34 GMT 2025","1","","FractionTest","","FractionTest","negativeFraction","The sum of two fractions with the same denominator",""
"broken","Sun May 11 06:28:37 GMT 2025","Sun May 11 06:28:41 GMT 2025","4123","","SeleniumWebStorageTests","","SeleniumWebStorageTests","testWebStorage","testWebStorage()",""
"passed","Sun May 11 06:28:34 GMT 2025","Sun May 11 06:28:34 GMT 2025","0","","SimpleJUnitTests","","SimpleJUnitTests","simpleJUnitTest","simpleJUnitTest()",""
"passed","Sun May 11 06:28:34 GMT 2025","Sun May 11 06:28:34 GMT 2025","1","","SimpleJUnitTests","","SimpleJUnitTests","assertTrueFalseTest","assertTrueFalseTest()",""
"broken","Sun May 11 06:28:40 GMT 2025","Sun May 11 06:28:41 GMT 2025","1750","","SeleniumLocatorsTests","","SeleniumLocatorsTests","openUrlTest","openUrlTest()",""
"passed","Sun May 11 06:28:34 GMT 2025","Sun May 11 06:28:35 GMT 2025","501","","SimpleJUnitTests","","SimpleJUnitTests","second","second()",""
"broken","Sun May 11 06:28:39 GMT 2025","Sun May 11 06:28:41 GMT 2025","2143","","SeleniumLocatorsTests","","SeleniumLocatorsTests","cssSelectorsTest","cssSelectorsTest()",""
"broken","Sun May 11 06:28:38 GMT 2025","Sun May 11 06:28:41 GMT 2025","3341","","SeleniumJSExecuteTests","","SeleniumJSExecuteTests","ColorPickerTest","ColorPickerTest()",""
"failed","Sun May 11 06:28:34 GMT 2025","Sun May 11 06:28:34 GMT 2025","44","","FractionTest","","FractionTest","zeroNumFraction","The sum of two fractions with the same denominator",""
"broken","Sun May 11 06:28:38 GMT 2025","Sun May 11 06:28:41 GMT 2025","2988","","SeleniumDriverTests","","SeleniumDriverTests","testNewWindow","testNewWindow()",""
"passed","Sun May 11 06:28:34 GMT 2025","Sun May 11 06:28:34 GMT 2025","505","","SimpleJUnitTests","","SimpleJUnitTests","first","first()",""
