"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun May 11 06:28:50 GMT 2025","Sun May 11 06:28:52 GMT 2025","1708","","SeleniumTests","","SeleniumTests","checkCalcSum","checkCalcSum()",""
"passed","Sun May 11 06:28:45 GMT 2025","Sun May 11 06:28:45 GMT 2025","5","","LifeCycleJUnitTest","","LifeCycleJUnitTest","first","the first",""
"broken","Sun May 11 06:28:49 GMT 2025","Sun May 11 06:28:51 GMT 2025","1791","","SeleniumTests","","SeleniumTests","openSiteTest","openSiteTest()",""
"failed","Sun May 11 06:28:46 GMT 2025","Sun May 11 06:28:46 GMT 2025","9","","SimpleJUnitTests","","SimpleJUnitTests","AssertAllSeparate","AssertAllSeparate()",""
"broken","Sun May 11 06:28:47 GMT 2025","Sun May 11 06:28:49 GMT 2025","1464","","SeleniumActionTests","","SeleniumActionTests","actionAPIMouseOverTests","actionAPIMouseOverTests()",""
"broken","Sun May 11 06:28:47 GMT 2025","Sun May 11 06:28:49 GMT 2025","1809","","SeleniumDriverTests","","SeleniumDriverTests","iframeTest","iframeTest()",""
"broken","Sun May 11 06:28:47 GMT 2025","Sun May 11 06:28:49 GMT 2025","1695","","SeleniumWebStorageTests","","SeleniumWebStorageTests","testWebStorage","testWebStorage()",""
"passed","Sun May 11 06:28:46 GMT 2025","Sun May 11 06:28:46 GMT 2025","2","","ParametrizedTests","","ParametrizedTests","sourceTest","sourceTest(int) [2] 2",""
"broken","Sun May 11 06:28:46 GMT 2025","Sun May 11 06:28:47 GMT 2025","1083","","SeleniumCookiesTests","","SeleniumCookiesTests","cookieTest","cookieTest()",""
"broken","Sun May 11 06:28:46 GMT 2025","Sun May 11 06:28:47 GMT 2025","1732","","SeleniumBasicTests","","SeleniumBasicTests","openWebFormTest","openWebFormTest()",""
"broken","Sun May 11 06:28:48 GMT 2025","Sun May 11 06:28:50 GMT 2025","1717","","SeleniumDriverTests","","SeleniumDriverTests","WindowTest","WindowTest()",""
"broken","Sun May 11 06:28:49 GMT 2025","Sun May 11 06:28:51 GMT 2025","1771","","SeleniumDriverTests","","SeleniumDriverTests","testNewWindow","testNewWindow()",""
"broken","Sun May 11 06:28:46 GMT 2025","Sun May 11 06:28:49 GMT 2025","2056","","SimpleJUnitTests","","SimpleJUnitTests","timeoutTest","timeoutTest()",""
"broken","Sun May 11 06:28:49 GMT 2025","Sun May 11 06:28:51 GMT 2025","2042","","SeleniumWaitTests","","SeleniumWaitTests","loadingImagesImplicitWaitTest","loadingImagesImplicitWaitTest()",""
"broken","Sun May 11 06:28:50 GMT 2025","Sun May 11 06:28:52 GMT 2025","1830","","SeleniumLocatorsTests","","SeleniumLocatorsTests","xpathSelectorsTest","xpathSelectorsTest()",""
"broken","Sun May 11 06:28:45 GMT 2025","Sun May 11 06:28:47 GMT 2025","1966","","SeleniumActionTests","","SeleniumActionTests","textInputTest","textInputTest()",""
"broken","Sun May 11 06:28:51 GMT 2025","Sun May 11 06:28:53 GMT 2025","1771","","SeleniumActionTests","","SeleniumActionTests","fileUploadTest","fileUploadTest()",""
"passed","Sun May 11 06:28:46 GMT 2025","Sun May 11 06:28:46 GMT 2025","2","","SimpleJUnitTests","","SimpleJUnitTests","repeatedTest","Ikki raqamni qo'shish Ikki raqamni qo'shish - takrorlash 2 из 3",""
"broken","Sun May 11 06:28:49 GMT 2025","Sun May 11 06:28:50 GMT 2025","1647","","SeleniumTests","","SeleniumTests","openForm2","openForm2()",""
"broken","Sun May 11 06:28:51 GMT 2025","Sun May 11 06:28:53 GMT 2025","1566","","SeleniumActionTests","","SeleniumActionTests","actionAPIDragAndDropTests","actionAPIDragAndDropTests()",""
"passed","Sun May 11 06:28:46 GMT 2025","Sun May 11 06:28:46 GMT 2025","505","","SimpleJUnitTests","","SimpleJUnitTests","second","second()",""
"passed","Sun May 11 06:28:46 GMT 2025","Sun May 11 06:28:46 GMT 2025","2","","ParametrizedTests","","ParametrizedTests","csvTest","csvTest(String, String) [2] Alice, Smith",""
"broken","Sun May 11 06:28:51 GMT 2025","Sun May 11 06:28:52 GMT 2025","1800","","SeleniumActionTests","","SeleniumActionTests","webFormOpenTest","webFormOpenTest()",""
"passed","Sun May 11 06:28:46 GMT 2025","Sun May 11 06:28:46 GMT 2025","6","","SimpleJUnitTests","","SimpleJUnitTests","assertsAllTest","assertsAllTest()",""
"broken","Sun May 11 06:28:49 GMT 2025","Sun May 11 06:28:51 GMT 2025","1738","","SeleniumActionTests","","SeleniumActionTests","getInfoTests","getInfoTests()",""
"passed","Sun May 11 06:28:46 GMT 2025","Sun May 11 06:28:46 GMT 2025","4","","SimpleJUnitTests","","SimpleJUnitTests","tagTest","tagTest()",""
"broken","Sun May 11 06:28:47 GMT 2025","Sun May 11 06:28:49 GMT 2025","1456","","SeleniumTests","","SeleniumTests","openForm3","openForm3()",""
"broken","Sun May 11 06:28:51 GMT 2025","Sun May 11 06:28:52 GMT 2025","1835","","SeleniumTests","","SeleniumTests","disabledInput","disabledInput()",""
"broken","Sun May 11 06:28:47 GMT 2025","Sun May 11 06:28:48 GMT 2025","1426","","SeleniumShadowDomTests","","SeleniumShadowDomTests","testShadowDom","testShadowDom()",""
"broken","Sun May 11 06:28:51 GMT 2025","Sun May 11 06:28:52 GMT 2025","1508","","SeleniumActionTests","","SeleniumActionTests","actionAPIScrollTests","actionAPIScrollTests()",""
"passed","Sun May 11 06:28:46 GMT 2025","Sun May 11 06:28:46 GMT 2025","1","","ParametrizedTests","","ParametrizedTests","customParametersTest","customParametersTest(String) [3] Three",""
"broken","Sun May 11 06:28:48 GMT 2025","Sun May 11 06:28:50 GMT 2025","1870","","SeleniumLocatorsTests","","SeleniumLocatorsTests","cssSelectorsTest2","cssSelectorsTest2()",""
"broken","Sun May 11 06:28:49 GMT 2025","Sun May 11 06:28:51 GMT 2025","1526","","SeleniumLocatorsTests","","SeleniumLocatorsTests","cssSelectorsTest","cssSelectorsTest()",""
"broken","Sun May 11 06:28:49 GMT 2025","Sun May 11 06:28:51 GMT 2025","1668","","SeleniumDriverTests","","SeleniumDriverTests","dialogBoxesTest","dialogBoxesTest()",""
"broken","Sun May 11 06:28:50 GMT 2025","Sun May 11 06:28:52 GMT 2025","1944","","SeleniumTests","","SeleniumTests","openForm","openForm()",""
"passed","Sun May 11 06:28:46 GMT 2025","Sun May 11 06:28:46 GMT 2025","6","","SimpleJUnitTests","","SimpleJUnitTests","repeatedTest","Ikki raqamni qo'shish Ikki raqamni qo'shish - takrorlash 1 из 3",""
"broken","Sun May 11 06:28:50 GMT 2025","Sun May 11 06:28:52 GMT 2025","1813","","SeleniumTests","","SeleniumTests","openCalc","openCalc()",""
"skipped","Sun May 11 06:28:46 GMT 2025","Sun May 11 06:28:46 GMT 2025","0","","SimpleJUnitTests","","SimpleJUnitTests","disabledTest","disabledTest()",""
"passed","Sun May 11 06:28:45 GMT 2025","Sun May 11 06:28:46 GMT 2025","502","","SimpleJUnitTests","","SimpleJUnitTests","first","first()",""
"passed","Sun May 11 06:28:46 GMT 2025","Sun May 11 06:28:46 GMT 2025","1","","ParametrizedTests","","ParametrizedTests","sourceTest","sourceTest(int) [1] 1",""
"broken","Sun May 11 06:28:47 GMT 2025","Sun May 11 06:28:49 GMT 2025","1848","","SeleniumWaitTests","","SeleniumWaitTests","loadingImagesExplicitWaitTest","loadingImagesExplicitWaitTest()",""
"broken","Sun May 11 06:28:47 GMT 2025","Sun May 11 06:28:49 GMT 2025","1381","","SeleniumDriverTests","","SeleniumDriverTests","navigateTest","navigateTest()",""
"broken","Sun May 11 06:28:47 GMT 2025","Sun May 11 06:28:49 GMT 2025","1560","","SeleniumActionTests","","SeleniumActionTests","selectFromListTests","selectFromListTests()",""
"broken","Sun May 11 06:28:46 GMT 2025","Sun May 11 06:28:47 GMT 2025","1080","","SeleniumBasicTests","","SeleniumBasicTests","openUrlTest","openUrlTest()",""
"failed","Sun May 11 06:28:46 GMT 2025","Sun May 11 06:28:46 GMT 2025","36","","ParametrizedTests","","ParametrizedTests","csvTest","csvTest(String, String) [1] John, Doe",""
"passed","Sun May 11 06:28:45 GMT 2025","Sun May 11 06:28:45 GMT 2025","14","","ExtensionJUnitTest","","ExtensionJUnitTest","JunitTestWithParameterExtend","JunitTestWithParameterExtend(User)",""
"passed","Sun May 11 06:28:46 GMT 2025","Sun May 11 06:28:46 GMT 2025","4","","ParametrizedTests","","ParametrizedTests","customParametersTest","customParametersTest(String) [2] Two",""
"passed","Sun May 11 06:28:45 GMT 2025","Sun May 11 06:28:45 GMT 2025","2","","LifeCycleJUnitTest","","LifeCycleJUnitTest","second","The second",""
"broken","Sun May 11 06:28:47 GMT 2025","Sun May 11 06:28:49 GMT 2025","1244","","SeleniumWaitTests","","SeleniumWaitTests","loadingImagesFluentWaitTest","loadingImagesFluentWaitTest()",""
"passed","Sun May 11 06:28:46 GMT 2025","Sun May 11 06:28:46 GMT 2025","1","","ParametrizedTests","","ParametrizedTests","customParametersTest","customParametersTest(String) [1] One",""
"broken","Sun May 11 06:28:47 GMT 2025","Sun May 11 06:28:49 GMT 2025","1600","","SeleniumLocatorsTests","","SeleniumLocatorsTests","cssSelectorsChildTest","cssSelectorsChildTest()",""
"broken","Sun May 11 06:28:51 GMT 2025","Sun May 11 06:28:52 GMT 2025","1406","","SeleniumActionTests","","SeleniumActionTests","actionAPIMouseClickTests","actionAPIMouseClickTests()",""
"broken","Sun May 11 06:28:47 GMT 2025","Sun May 11 06:28:48 GMT 2025","1151","","SeleniumLocatorsTests","","SeleniumLocatorsTests","baseLocatorsTest","baseLocatorsTest()",""
"broken","Sun May 11 06:28:51 GMT 2025","Sun May 11 06:28:53 GMT 2025","1790","","SeleniumActionTests","","SeleniumActionTests","basicTests","basicTests()",""
"broken","Sun May 11 06:28:47 GMT 2025","Sun May 11 06:28:47 GMT 2025","818","","SeleniumJSExecuteTests","","SeleniumJSExecuteTests","infiniteScrollTest","infiniteScrollTest()",""
"broken","Sun May 11 06:28:49 GMT 2025","Sun May 11 06:28:51 GMT 2025","2183","","SeleniumActionTests","","SeleniumActionTests","actionAPIKeyboardTests","actionAPIKeyboardTests()",""
"broken","Sun May 11 06:28:46 GMT 2025","Sun May 11 06:28:47 GMT 2025","988","","SeleniumDriverTests","","SeleniumDriverTests","testNewTab","testNewTab()",""
"passed","Sun May 11 06:28:46 GMT 2025","Sun May 11 06:28:46 GMT 2025","506","","ParallelJUnitTest","","ParallelJUnitTest","firstTest","firstTest()",""
"passed","Sun May 11 06:28:46 GMT 2025","Sun May 11 06:28:46 GMT 2025","7","","SimpleJUnitTests","","SimpleJUnitTests","repeatedTest","Ikki raqamni qo'shish Ikki raqamni qo'shish - takrorlash 3 из 3",""
"broken","Sun May 11 06:28:49 GMT 2025","Sun May 11 06:28:51 GMT 2025","1818","","SeleniumLocatorsTests","","SeleniumLocatorsTests","openUrlTest","openUrlTest()",""
"passed","Sun May 11 06:28:45 GMT 2025","Sun May 11 06:28:45 GMT 2025","38","","AdditionalTests","","AdditionalTests","test","test()",""
"broken","Sun May 11 06:28:46 GMT 2025","Sun May 11 06:28:47 GMT 2025","903","","SeleniumJSExecuteTests","","SeleniumJSExecuteTests","ColorPickerTest","ColorPickerTest()",""
"failed","Sun May 11 06:28:45 GMT 2025","Sun May 11 06:28:45 GMT 2025","16","","FractionTest","","FractionTest","longFraction","Overflow of the sum of two fractions",""
"passed","Sun May 11 06:28:45 GMT 2025","Sun May 11 06:28:45 GMT 2025","1","","FractionTest","","FractionTest","zeroDenFraction","The sum of two fractions with the same denominator",""
"broken","Sun May 11 06:28:48 GMT 2025","Sun May 11 06:28:50 GMT 2025","1691","","SeleniumTests","","SeleniumTests","checkTextareaInput","checkTextareaInput()",""
